"EL DORADO HILLS","CA",38.68,-121.05
"ELDORADO","IL",37.81,-88.44
"EL DORADO","KS",37.82,-96.85
"ELDORADO","OH",39.90,-84.67
"ELDORADO","OK",34.47,-99.65
"EL DORADO SPRINGS","MO",37.86,-94.01
"ELDORADO","TX",30.86,-100.59
"ELDORADO","WI",43.84,-88.64
"ELDORA","IA",42.36,-93.10
"ELDRED","IL",39.28,-90.55
"ELDRED","NY",41.52,-74.88
"ELDRED","PA",41.95,-78.38
"ELDRIDGE","AL",33.92,-87.61
"ELDRIDGE","IA",41.63,-90.57
"ELDRIDGE","MO",37.82,-92.74
"ELECTRA","TX",34.03,-98.91
"ELECTRIC CITY","WA",47.87,-119.08
"ELEVA","WI",44.57,-91.47
"ELFRIDA","AZ",31.73,-109.70
"ELGIN","AZ",31.57,-110.54
"ELGIN","IA",42.95,-91.63
"ELGIN","IL",42.03,-88.28
"ELGIN","MN",44.13,-92.25
"ELGIN","ND",46.40,-101.84
"ELGIN","NE",41.98,-98.08
"ELGIN","OK",34.78,-98.29
"ELGIN","OR",45.61,-117.89
"ELGIN","SC",34.16,-80.79
"ELGIN","TX",30.34,-97.37
"ELIDA","NM",33.94,-103.65
"ELIOT","ME",43.15,-70.80
"ELIZABETH","AR",36.31,-92.09
"ELIZABETH CITY","NC",36.29,-76.22
"ELIZABETH","CO",39.36,-104.60
"ELIZABETH","IL",42.31,-90.22
"ELIZABETH","IN",38.12,-85.97
"ELIZABETH","MN",46.37,-96.13
"ELIZABETH","NJ",40.66,-74.19
"ELIZABETH","PA",40.27,-79.88
"ELIZABETHPORT","NJ",40.66,-74.19
"ELIZABETHTON","TN",36.33,-82.23
"ELIZABETHTOWN","IL",37.45,-88.30
"ELIZABETHTOWN","IN",39.13,-85.81
"ELIZABETHTOWN","KY",37.70,-85.87
"ELIZABETHTOWN","NC",34.62,-78.61
"ELIZABETHTOWN","NY",44.22,-73.60
"ELIZABETHTOWN","PA",40.15,-76.59
"ELIZABETHVILLE","PA",40.54,-76.81
"ELIZABETH","WV",39.06,-81.39
"ELIZAVILLE","NY",42.04,-73.79
"ELKADER","IA",42.85,-91.40
"ELKA PARK","NY",42.14,-74.10
"ELK","CA",39.12,-123.62
"ELK CITY","ID",45.90,-115.22
"ELK CITY","KS",37.28,-95.91
"ELK CITY","OK",35.40,-99.41
"ELK CREEK","CA",39.54,-122.57
"ELK CREEK","MO",37.18,-91.99
"ELK CREEK","NE",40.28,-96.12
"ELK CREEK","VA",36.71,-81.18
"ELK FALLS","KS",37.37,-96.19
"ELKFORK","KY",37.96,-83.13
"ELK GARDEN","WV",39.38,-79.15
"ELK GROVE","CA",38.34,-121.42
"ELK GROVE VILLAGE","IL",42.00,-87.99
"ELKHART","IA",41.79,-93.51
"ELKHART","IL",40.01,-89.48
"ELKHART","IN",41.68,-85.96
"ELKHART","KS",37.00,-101.89
"ELKHART LAKE","WI",43.83,-88.01
"ELKHART","TX",31.62,-95.57
"ELKHORN CITY","KY",37.30,-82.34
"ELK HORN","IA",41.59,-95.06
"ELK HORN","KY",37.31,-85.28
"ELKHORN","NE",41.28,-96.23
"ELKHORN","WI",42.67,-88.54
"ELKIN","NC",36.25,-80.84
"ELKINS","AR",36.01,-94.02
"ELKINS","NH",43.40,-71.94
"ELKINS PARK","PA",40.07,-75.12
"ELKINS","WV",38.92,-79.85
"ELKLAND","MO",37.44,-93.03
"ELKLAND","PA",41.98,-77.31
"ELKMONT","AL",34.92,-86.97
"ELK MOUND","WI",44.87,-91.68
"ELKO","GA",32.33,-83.73
"ELKO NEW MARKET","MN",44.56,-93.32
"ELKO","NV",40.95,-115.79
"ELK PARK","NC",36.15,-81.98
"ELK POINT","SD",42.68,-96.68
"ELKPORT","IA",42.74,-91.27
"ELK RAPIDS","MI",44.89,-85.40
"ELKRIDGE","MD",39.20,-76.75
"ELK RIVER","MN",45.33,-93.56
"ELKTON","FL",29.78,-81.42
"ELKTON","KY",36.81,-87.15
"ELKTON","MD",39.60,-75.82
"ELKTON","MI",43.81,-83.18
"ELKTON","MN",43.65,-92.70
"ELKTON","OR",43.64,-123.61
"ELKTON","SD",44.23,-96.47
"ELKTON","VA",38.41,-78.61
"ELKVIEW","WV",38.43,-81.47
"ELKVILLE","IL",37.90,-89.23
"ELK","WA",48.01,-117.22
"ELKWOOD","VA",38.51,-77.85
"ELLABELL","GA",32.12,-81.48
"ELLAMORE","WV",38.93,-80.08
"ELLAVILLE","GA",32.23,-84.30
"ELLENBORO","NC",35.32,-81.75
"ELLENBORO","WV",39.26,-81.05
"ELLENBURG CENTER","NY",44.82,-73.85
"ELLENBURG DEPOT","NY",44.90,-73.80
"ELLENDALE","DE",38.80,-75.42
"ELLENDALE","MN",43.87,-93.30
"ELLENDALE","ND",46.00,-98.52
"ELLENSBURG","WA",46.97,-120.47
"ELLENTON","FL",27.52,-82.52
"ELLENVILLE","NY",41.70,-74.36
"ELLENWOOD","GA",33.63,-84.26
"ELLERBE","NC",35.07,-79.76
"ELLERSLIE","GA",32.64,-84.79
"ELLERY","IL",38.36,-88.13
"ELLETTSVILLE","IN",39.23,-86.62
"ELLICOTT CITY","MD",39.27,-76.83
"ELLICOTTVILLE","NY",42.27,-78.67
"ELLIJAY","GA",34.66,-84.33
"ELLINGER","TX",29.83,-96.70
"ELLINGTON","CT",41.90,-72.46
"ELLINGTON","MO",37.23,-90.97
"ELLINWOOD","KS",38.35,-98.58
"ELLIOTT","IA",41.14,-95.16
"ELLIOTTSBURG","PA",40.36,-77.26
"ELLISBURG","NY",43.73,-76.13
"ELLIS GROVE","IL",38.00,-89.90
"ELLIS","ID",44.65,-113.99
"ELLIS","KS",38.93,-99.55
"ELLISON BAY","WI",45.25,-87.06
"ELLISTON","VA",37.21,-80.23
"ELLISVILLE","IL",40.62,-90.30
"ELLISVILLE","MS",31.59,-89.20
"ELLOREE","SC",33.52,-80.57
"ELLSINORE","MO",36.93,-90.74
"ELLSTON","IA",40.84,-94.10
"ELLSWORTH AFB","SD",44.14,-103.07
"ELLSWORTH","IA",42.31,-93.58
"ELLSWORTH","IL",40.44,-88.71
"ELLSWORTH","KS",38.73,-98.22
"ELLSWORTH","ME",44.58,-68.49
"ELLSWORTH","MI",45.16,-85.24
"ELLSWORTH","MN",43.52,-96.01
"ELLSWORTH","NE",42.06,-102.28
"ELLSWORTH","WI",44.73,-92.47
"ELLWOOD CITY","PA",40.86,-80.28
"ELMA","IA",43.24,-92.44
"ELMA","NY",42.83,-78.63
"ELMA","WA",47.10,-123.39
"ELM CITY","NC",35.80,-77.86
"ELM CREEK","NE",40.71,-99.37
"ELMDALE","KS",38.37,-96.64
"ELMENDORF","TX",29.25,-98.33
"ELMER","LA",31.18,-92.67
"ELMER","MO",39.95,-92.64
"ELMER","NJ",39.59,-75.17
"ELMER","OK",34.48,-99.35
"ELM GROVE","LA",32.34,-93.49
"ELM GROVE","WI",43.04,-88.08
"ELMHURST","IL",41.89,-87.94
"ELMHURST","NY",40.72,-73.87
"EL MIRAGE","AZ",33.59,-112.33
"ELMIRA","MI",45.06,-84.85
"ELMIRA","NY",42.08,-76.80
"ELMIRA","OR",44.09,-123.39
"ELM MOTT","TX",31.67,-97.10
"ELMO","MO",40.51,-95.11
"ELMO","MT",47.80,-114.40
"EL MONTE","CA",34.07,-118.01
"ELMONT","NY",40.70,-73.70
"ELMORE","AL",32.53,-86.31
"ELMORE CITY","OK",34.62,-97.39
"ELMORE","MN",43.50,-94.08
"ELMORE","OH",41.47,-83.29
"ELMO","UT",39.28,-110.67
"ELMSFORD","NY",41.05,-73.81
"ELMWOOD","IL",40.77,-89.96
"ELMWOOD","NE",40.84,-96.29
"ELMWOOD PARK","IL",41.92,-87.81
"ELMWOOD PARK","NJ",40.90,-74.11
"ELMWOOD","TN",36.24,-85.88
"ELMWOOD","WI",44.78,-92.14
"EL NIDO","CA",37.12,-120.51
"ELNORA","IN",38.87,-87.08
"ELON","NC",36.09,-79.51
"ELORA","TN",35.01,-86.35
"ELOY","AZ",32.65,-111.59
"EL PASO","AR",35.12,-92.07
"EL PASO","IL",40.73,-89.01
"EL PASO","TX",31.65,-106.15
"EL PRADO","NM",36.43,-105.65
"EL RENO","OK",35.54,-97.96
"EL RITO","NM",36.34,-106.18
"ELROD","AL",33.36,-87.80
"ELROY","WI",43.74,-90.27
"ELSAH","IL",38.95,-90.35
"ELSBERRY","MO",39.17,-90.78
"EL SEGUNDO","CA",33.91,-118.40
"ELSIE","MI",43.08,-84.39
"ELSIE","NE",40.84,-101.38
"ELSINORE","UT",38.68,-112.14
"ELSMERE","NE",42.16,-100.18
"ELSMORE","KS",37.79,-95.14
"EL SOBRANTE","CA",37.95,-122.26
"ELTON","LA",30.48,-92.69
"ELTON","WI",45.15,-88.84
"ELTOPIA","WA",46.50,-119.05
"ELVERSON","PA",40.15,-75.83
"ELVERTA","CA",38.73,-121.46
"ELWELL","MI",43.42,-84.76
"ELWOOD","IL",41.41,-88.10
"ELWOOD","IN",40.27,-85.83
"ELWOOD","NE",40.58,-99.86
"ELY","IA",41.87,-91.58
"ELY","MN",47.90,-91.85
"ELY","NV",39.42,-115.00
"ELYRIA","NE",41.67,-99.00
"ELYRIA","OH",41.37,-82.10
"ELYSBURG","PA",40.86,-76.54
"ELYSIAN","MN",44.20,-93.67
"EMBARRASS","MN",47.65,-92.19
"EMBUDO","NM",36.20,-105.96
"EMDEN","IL",40.29,-89.48
"EMDEN","MO",39.79,-91.86
"EMELLE","AL",32.72,-88.31
"EMERADO","ND",47.92,-97.36
"EMERALD ISLE","NC",34.66,-77.02
"EMERSON","AR",33.09,-93.19
"EMERSON","GA",34.13,-84.73
"EMERSON","IA",41.01,-95.40
"EMERSON","KY",38.38,-83.26
"EMERSON","NE",42.27,-96.72
"EMERSON","NJ",40.97,-74.02
"EMERY","SD",43.60,-97.62
"EMERYVILLE","CA",37.83,-122.29
"EMIGRANT","MT",45.28,-110.86
"EMILY","MN",46.75,-93.96
"EMINENCE","KY",38.36,-85.17
"EMINENCE","MO",37.14,-91.35
"EMINGTON","IL",40.97,-88.35
"EMLENTON","PA",41.18,-79.70
"EMMALENA","KY",37.33,-83.07
"EMMAUS","PA",40.53,-75.49
"EMMET","AR",33.72,-93.46
"EMMET","NE",42.47,-98.80
"EMMETSBURG","IA",43.11,-94.68
"EMMETT","ID",43.98,-116.52
"EMMETT","KS",39.30,-96.05
"EMMETT","MI",42.99,-82.76
"EMMITSBURG","MD",39.70,-77.32
"EMMONS","MN",43.50,-93.48
"EMORY","TX",32.87,-95.76
"EMPIRE","AL",33.84,-87.01
"EMPIRE","MI",44.81,-86.05
"EMPORIA","KS",38.41,-96.19
"EMPORIA","VA",36.69,-77.53
"EMPORIUM","PA",41.51,-78.23
"ENCAMPMENT","WY",41.20,-106.79
"ENCINITAS","CA",33.05,-117.25
"ENCINO","CA",34.15,-118.49
"ENCINO","NM",34.65,-105.45
"ENCINO","TX",26.93,-98.13
"ENDEAVOR","WI",43.71,-89.46
"ENDERLIN","ND",46.62,-97.59
"ENDERS","NE",40.44,-101.52
"ENDICOTT","NE",40.08,-97.09
"ENDICOTT","NY",42.09,-76.05
"ENDICOTT","WA",46.95,-117.73
"ENERGY","IL",37.77,-89.02
"ENFIELD","CT",41.96,-72.56
"ENFIELD","IL",38.10,-88.33
"ENFIELD","NC",36.17,-77.66
"ENFIELD","NH",43.64,-72.14
"ENGADINE","MI",46.11,-85.56
"ENGELHARD","NC",35.54,-76.02
"ENGLAND","AR",34.54,-91.96
"ENGLEWOOD CLIFFS","NJ",40.88,-73.94
"ENGLEWOOD","CO",39.64,-104.96
"ENGLEWOOD","FL",26.95,-82.35
"ENGLEWOOD","NJ",40.89,-73.97
"ENGLEWOOD","OH",39.86,-84.30
"ENGLEWOOD","TN",35.42,-84.48
"ENGLISH","IN",38.33,-86.46
"ENGLISHTOWN","NJ",40.29,-74.36
"ENID","MS",34.11,-89.95
"ENID","OK",36.40,-97.86
"ENIGMA","GA",31.40,-83.33
"ENNICE","NC",36.55,-81.00
"ENNING","SD",44.57,-102.56
"ENNIS","MT",45.28,-111.71
"ENNIS","TX",32.33,-96.62
"ENOCHS","TX",33.87,-102.75
"ENOLA","AR",35.20,-92.20
"ENOLA","PA",40.28,-76.93
"ENON","OH",39.86,-83.93
"ENON VALLEY","PA",40.85,-80.45
"ENOREE","SC",34.65,-81.96
"ENOSBURG FALLS","VT",44.90,-72.80
"ENSENADA","PR",17.96,-66.94
"ENSIGN","KS",37.65,-100.23
"ENTERPRISE","AL",31.32,-85.84
"ENTERPRISE","KS",38.90,-97.11
"ENTERPRISE","LA",31.89,-91.88
"ENTERPRISE","MS",32.17,-88.81
"ENTERPRISE","OR",45.67,-117.03
"ENTERPRISE","WV",39.41,-80.27
"ENTIAT","WA",47.79,-120.44
"ENTRIKEN","PA",40.34,-78.18
"ENUMCLAW","WA",47.10,-121.60
"ENVILLE","TN",35.38,-88.42
"EOLA","TX",31.39,-100.08
"EOLIA","KY",37.05,-82.79
"EOLIA","MO",39.23,-91.01
"EPES","AL",32.69,-88.12
"EPHRAIM","UT",39.35,-111.57
"EPHRATA","PA",40.18,-76.18
"EPHRATA","WA",47.27,-119.59
"EPPING","ND",48.28,-103.35
"EPPING","NH",43.03,-71.07
"EPPS","LA",32.60,-91.47
"EPSOM","NH",43.22,-71.33
"EPWORTH","GA",34.92,-84.51
"EPWORTH","IA",42.44,-90.93
"EQUALITY","AL",32.80,-86.11
"EQUALITY","IL",37.73,-88.34
"EQUINUNK","PA",41.85,-75.22
"ERATH","LA",29.95,-92.03
"ERA","TX",33.49,-97.30
"ERBACON","WV",38.54,-80.56
"ERHARD","MN",46.48,-96.09
"ERICK","OK",35.21,-99.86
"ERICSON","NE",41.78,-98.67
"ERIE","CO",40.02,-105.04
"ERIE","IL",41.65,-90.08
"ERIE","KS",37.56,-95.24
"ERIE","MI",41.79,-83.49
"ERIE","ND",47.11,-97.38
"ERIE","PA",42.12,-80.08
"ERIEVILLE","NY",42.85,-75.75
"ERIN","NY",42.18,-76.67
"ERIN","TN",36.31,-87.70
"ERLANGER","KY",39.00,-84.58
"ERMINE","KY",37.11,-82.79
"ERNUL","NC",35.29,-77.03
"EROS","LA",32.39,-92.42
"ERROL","NH",44.78,-71.13
"ERSKINE","MN",47.66,-96.01
"ERVING","MA",42.60,-72.40
"ERWINNA","PA",40.49,-75.08
"ERWIN","NC",35.32,-78.67
"ERWIN","SD",44.48,-97.44
"ERWIN","TN",36.14,-82.41
"ERWINVILLE","LA",30.53,-91.40
"ESBON","KS",39.82,-98.43
"ESCALON","CA",37.83,-121.03
"ESCANABA","MI",45.74,-87.08
"ESCONDIDO","CA",33.08,-117.13
"ESKDALE","WV",38.11,-81.47
"ESKO","MN",46.70,-92.36
"ESKRIDGE","KS",38.85,-96.10
"ESMOND","IL",42.02,-88.94
"ESMOND","ND",48.03,-99.76
"ESMONT","VA",37.83,-78.60
"ESPANOLA","NM",36.00,-106.06
"ESPARTO","CA",38.78,-122.12
"ESPERANCE","NY",42.76,-74.25
"ESSEX","CA",34.96,-115.31
"ESSEX","CT",41.35,-72.39
"ESSEX FELLS","NJ",40.82,-74.28
"ESSEX","IA",40.83,-95.30
"ESSEX","IL",41.17,-88.19
"ESSEX JUNCTION","VT",44.49,-73.11
"ESSEX","MA",42.63,-70.77
"ESSEX","MD",39.30,-76.44
"ESSEX","MO",36.81,-89.86
"ESSEX","MT",48.31,-113.35
"ESSEX","NY",44.27,-73.39
"ESSEXVILLE","MI",43.61,-83.84
"ESSIE","KY",37.06,-83.45
"ESSINGTON","PA",39.86,-75.28
"ESTACADA","OR",45.20,-122.06
"ESTANCIA","NM",34.76,-106.06
"ESTELLINE","SD",44.57,-96.90
"ESTELL MANOR","NJ",39.35,-74.77
"ESTERO","FL",26.44,-81.81
"ESTES PARK","CO",40.37,-105.52
"ESTHERVILLE","IA",43.39,-94.83
"ESTILLFORK","AL",34.91,-86.20
"ESTILL","SC",32.75,-81.24
"ESTILL SPRINGS","TN",35.26,-86.13
"ETHAN","SD",43.54,-97.98
"ETHEL","AR",34.19,-91.13
"ETHEL","LA",30.81,-91.11
"ETHEL","MO",39.89,-92.74
"ETHEL","MS",33.12,-89.46
"ETHELSVILLE","AL",33.41,-88.21
"ETHEL","WA",46.51,-122.68
"ETHRIDGE","TN",35.32,-87.30
"ETLAN","VA",38.52,-78.26
"ETNA","CA",41.41,-123.02
"ETNA GREEN","IN",41.27,-86.04
"ETNA","ME",44.82,-69.11
"ETNA","NH",43.71,-72.19
"ETNA","WY",43.03,-111.01
"ETOILE","KY",36.81,-85.91
"ETOILE","TX",31.34,-94.41
"ETOWAH","AR",35.71,-90.19
"ETOWAH","NC",35.31,-82.59
"ETOWAH","TN",35.33,-84.52
"ETTA","MS",34.46,-89.20
"ETTERS","PA",40.15,-76.79
"ETTRICK","WI",44.16,-91.26
"EUBANK","KY",37.27,-84.65
"EUCHA","OK",36.37,-94.91
"EUCLID","MN",47.97,-96.63
"EUCLID","OH",41.59,-81.51
"EUDORA","AR",33.11,-91.26
"EUDORA","KS",38.93,-95.09
"EUFAULA","AL",31.90,-85.15
"EUFAULA","OK",35.29,-95.58
"EUGENE","MO",38.35,-92.40
"EUGENE","OR",43.92,-123.08
"EULESS","TX",32.84,-97.07
"EUNICE","LA",30.49,-92.41
"EUNICE","MO",37.24,-91.77
"EUPORA","MS",33.54,-89.27
"EUREKA","CA",40.71,-124.11
"EUREKA","IL",40.71,-89.27
"EUREKA","KS",37.82,-96.28
"EUREKA","MO",38.50,-90.64
"EUREKA","MT",48.82,-114.93
"EUREKA","NV",39.82,-116.19
"EUREKA","SD",45.76,-99.62
"EUREKA SPRINGS","AR",36.39,-93.73
"EURE","NC",36.42,-76.85
"EUSTACE","TX",32.30,-96.01
"EUSTIS","FL",28.85,-81.68
"EUSTIS","ME",45.21,-70.47
"EUSTIS","NE",40.66,-100.02
"EUTAW","AL",32.84,-87.89
"EUTAWVILLE","SC",33.39,-80.34
"EVA","AL",34.33,-86.75
"EVANGELINE","LA",30.26,-92.57
"EVANS CITY","PA",40.76,-80.05
"EVANS","CO",40.37,-104.69
"EVANSDALE","IA",42.46,-92.27
"EVANS","GA",33.51,-82.14
"EVANS","LA",30.98,-93.50
"EVANS MILLS","NY",44.08,-75.80
"EVANSTON","IL",42.04,-87.68
"EVANSTON","IN",38.02,-86.83
"EVANSTON","WY",41.25,-110.96
"EVANSVILLE","AR",35.80,-94.47
"EVANSVILLE","IL",38.08,-89.93
"EVANSVILLE","IN",37.98,-87.54
"EVANSVILLE","MN",46.00,-95.68
"EVANSVILLE","WI",42.77,-89.29
"EVANSVILLE","WY",42.87,-106.25
"EVANS","WA",48.72,-117.96
"EVANS","WV",38.80,-81.80
"EVANT","TX",31.47,-98.14
"EVART","MI",43.90,-85.27
"EVARTS","KY",36.86,-83.19
"EVA","TN",36.11,-87.99
"EVELETH","MN",47.46,-92.54
"EVENING SHADE","AR",36.07,-91.62
"EVENSVILLE","TN",35.56,-84.95
"EVEREST","KS",39.67,-95.42
"EVERETT","MA",42.40,-71.05
"EVERETT","PA",40.01,-78.36
"EVERETT","WA",47.89,-122.25
"EVERGREEN","AL",31.43,-86.95
"EVERGREEN","CO",39.63,-105.34
"EVERGREEN","LA",30.95,-92.10
"EVERGREEN","NC",34.40,-78.90
"EVERGREEN PARK","IL",41.72,-87.70
"EVERLY","IA",43.16,-95.32
"EVERSON","WA",48.90,-122.30
"EVERTON","AR",36.15,-92.90
"EVERTON","MO",37.34,-93.70
"EVINGTON","VA",37.23,-79.28
"EWA BEACH","HI",21.31,-158.01
"EWELL","MD",37.98,-76.03
"EWEN","MI",46.54,-89.30
"EWING","IL",38.08,-88.85
"EWING","KY",38.42,-83.86
"EWING","MO",40.00,-91.71
"EWING","NE",42.25,-98.34
"EWING","VA",36.63,-83.43
"EXCELLO","MO",39.63,-92.48
"EXCELSIOR","MN",44.90,-93.56
"EXCELSIOR SPRINGS","MO",39.35,-94.23
"EXCHANGE","WV",38.79,-80.76
"EXELAND","WI",45.66,-91.24
"EXETER","CA",36.28,-119.03
"EXETER","ME",44.97,-69.14
"EXETER","MO",36.67,-93.93
"EXETER","NE",40.64,-97.44
"EXETER","NH",42.97,-70.94
"EXETER","RI",41.56,-71.68
"EXIRA","IA",41.59,-94.87
"EXLINE","IA",40.64,-92.84
"EXMORE","VA",37.53,-75.82
"EXPORT","PA",40.41,-79.62
"EXTON","PA",40.03,-75.63
"EYOTA","MN",43.98,-92.22
"EZEL","KY",37.89,-83.44
"FABER","VA",37.85,-78.75
"FABIUS","NY",42.83,-75.98
"FACKLER","AL",34.83,-85.98
"FACTORYVILLE","PA",41.56,-75.78
"FAIRBANK","IA",42.63,-92.05
"FAIRBANKS","AK",64.51,-147.66
"FAIRBANKS","IN",39.20,-87.53
"FAIR BLUFF","NC",34.31,-79.03
"FAIRBORN","OH",39.80,-84.01
"FAIRBURN","GA",33.56,-84.58
"FAIRBURN","SD",43.68,-103.20
"FAIRBURY","IL",40.74,-88.51
"FAIRBURY","NE",40.14,-97.17
"FAIRCHANCE","PA",39.82,-79.75
"FAIRCHILD AIR FORCE BASE","WA",47.61,-117.65
"FAIRCHILD","WI",44.60,-90.95
"FAIRDALE","KY",38.11,-85.75
"FAIRDALE","ND",48.48,-98.23
"FAIRDALE","WV",37.78,-81.39
"FAIRDEALING","MO",36.67,-90.64
"FAIRFAX","CA",37.98,-122.60
"FAIRFAX","IA",41.92,-91.78
"FAIRFAX","MN",44.52,-94.72
"FAIRFAX","MO",40.33,-95.39
"FAIRFAX","OK",36.57,-96.70
"FAIRFAX","SC",32.95,-81.23
"FAIRFAX","SD",43.02,-98.88
"FAIRFAX STATION","VA",38.80,-77.32
"FAIRFAX","VA",38.85,-77.29
"FAIRFAX","VT",44.67,-73.02
"FAIRFIELD","AL",33.47,-86.91
"FAIRFIELD BAY","AR",35.60,-92.26
"FAIRFIELD","CA",38.23,-122.12
"FAIRFIELD","CT",41.13,-73.28
"FAIRFIELD","IA",41.00,-91.96
"FAIRFIELD","ID",43.41,-114.78
"FAIRFIELD","IL",38.38,-88.36
"FAIRFIELD","ME",44.59,-69.60
"FAIRFIELD","MT",47.64,-112.12
"FAIRFIELD","NC",35.57,-76.24
"FAIRFIELD","ND",47.18,-103.21
"FAIRFIELD","NE",40.43,-98.10
"FAIRFIELD","NJ",40.88,-74.30
"FAIRFIELD","OH",39.33,-84.54
"FAIRFIELD","PA",39.78,-77.36
"FAIRFIELD","TX",31.71,-96.16
"FAIRFIELD","VA",37.88,-79.30
"FAIRFIELD","VT",44.80,-72.95
"FAIRFIELD","WA",47.39,-117.18
"FAIRGROVE","MI",43.52,-83.54
"FAIR GROVE","MO",37.38,-93.15
"FAIRHAVEN","MA",41.63,-70.90
"FAIR HAVEN","MI",42.67,-82.64
"FAIR HAVEN","NJ",40.36,-74.03
"FAIR HAVEN","VT",43.59,-73.27
"FAIRHOPE","AL",30.51,-87.88
"FAIRHOPE","PA",39.89,-78.83
"FAIRLAND","IN",39.59,-85.85
"FAIRLAND","OK",36.75,-94.84
"FAIR LAWN","NJ",40.93,-74.11
"FAIRLEE","VT",43.91,-72.19
"FAIRLESS HILLS","PA",40.17,-74.85
"FAIRMONT","MN",43.64,-94.45
"FAIRMONT","NC",34.49,-79.11
"FAIRMONT","NE",40.63,-97.58
"FAIRMONT","OK",36.35,-97.70
"FAIRMONT","WV",39.48,-80.14
"FAIRMOUNT CITY","PA",41.05,-79.29
"FAIRMOUNT","GA",34.44,-84.70
"FAIRMOUNT","IL",40.04,-87.82
"FAIRMOUNT","IN",40.41,-85.64
"FAIRMOUNT","ND",46.05,-96.60
"FAIR OAKS","CA",38.65,-121.25
"FAIR OAKS","IN",41.07,-87.20
"FAIRPLAY","CO",39.22,-105.99
"FAIRPLAY","MD",39.53,-77.74
"FAIR PLAY","MO",37.63,-93.57
"FAIR PLAY","SC",34.51,-82.98
"FAIRPORT","NY",43.10,-77.44
"FAIRVIEW HEIGHTS","IL",38.59,-90.00
"FAIRVIEW","IL",40.65,-90.19
"FAIRVIEW","KS",39.83,-95.72
"FAIRVIEW","MI",44.71,-84.05
"FAIRVIEW","MO",36.81,-94.08
"FAIRVIEW","MT",47.95,-104.21
"FAIRVIEW","NC",35.52,-82.40
"FAIRVIEW","NJ",40.81,-74.00
"FAIRVIEW","OK",36.26,-98.47
"FAIRVIEW","OR",45.54,-122.44
"FAIRVIEW","PA",42.03,-80.25
"FAIRVIEW","SD",43.22,-96.48
"FAIRVIEW","TN",35.97,-87.12
"FAIRVIEW","UT",39.78,-111.44
"FAIRVIEW","WV",39.59,-80.24
"FAISON","NC",35.11,-78.13
"FAITH","SD",45.02,-102.03
"FAJARDO","PR",18.33,-65.65
"FALCONER","NY",42.11,-79.19
"FALCON","MO",37.60,-92.37
"FALCON","MS",34.39,-90.25
"FALFURRIAS","TX",27.22,-98.14
"FALKNER","MS",34.84,-88.93
"FALKVILLE","AL",34.37,-86.90
"FALL BRANCH","TN",36.41,-82.62
"FALLBROOK","CA",33.39,-117.29
"FALL CITY","WA",47.58,-121.88
"FALL CREEK","OR",43.94,-122.68
"FALL CREEK","WI",44.76,-91.27
"FALLENTIMBER","PA",40.66,-78.48
"FALLING ROCK","WV",38.47,-81.38
"FALLING WATERS","WV",39.55,-77.89
"FALLON","MT",46.73,-104.88
"FALLON","NV",39.50,-118.29
"FALL RIVER","KS",37.60,-96.02
"FALL RIVER","MA",41.71,-71.10
"FALL RIVER MILLS","CA",41.01,-121.47
"FALL RIVER","WI",43.38,-89.04
"FALLSBURG","NY",41.73,-74.60
"FALLS CHURCH","VA",38.88,-77.17
"FALLS CITY","NE",40.06,-95.59
"FALLS CITY","OR",44.87,-123.52
"FALLS CITY","TX",28.98,-98.02
"FALLS CREEK","PA",41.14,-78.80
"FALLS MILLS","VA",37.26,-81.33
"FALLS OF ROUGH","KY",37.60,-86.55
"FALLS","PA",41.46,-75.84
"FALLSTON","MD",39.52,-76.42
"FALLS VILLAGE","CT",41.95,-73.36
"FALMOUTH","IN",39.74,-85.35
"FALMOUTH","KY",38.67,-84.33
"FALMOUTH","MA",41.56,-70.62
"FALMOUTH","ME",43.72,-70.24
"FALMOUTH","MI",44.25,-85.08
"FALUN","KS",38.65,-97.81
"FANCY FARM","KY",36.75,-88.79
"FANCY GAP","VA",36.66,-80.70
"FANNETTSBURG","PA",40.05,-77.83
"FANWOOD","NJ",40.64,-74.38
"FARBER","MO",39.27,-91.57
"FARGO","GA",30.68,-82.56
"FARGO","ND",46.87,-96.81
"FARGO","OK",36.37,-99.62
"FAR HILLS","NJ",40.69,-74.62
"FARIBAULT","MN",44.29,-93.27
"FARINA","IL",38.83,-88.77
"FARLEY","IA",42.44,-91.00
"FARLINGTON","KS",37.61,-94.82
"FARMDALE","OH",41.39,-80.66
"FARMER CITY","IL",40.24,-88.64
"FARMERSBURG","IA",42.95,-91.36
"FARMERSBURG","IN",39.25,-87.38
"FARMERSVILLE","CA",36.30,-119.19
"FARMERSVILLE","IL",39.44,-89.65
"FARMERSVILLE","OH",39.67,-84.42
"FARMERSVILLE STATION","NY",42.44,-78.29
"FARMERSVILLE","TX",33.16,-96.35
"FARMERVILLE","LA",32.77,-92.40
"FARMINGDALE","ME",44.25,-69.78
"FARMINGDALE","NJ",40.19,-74.17
"FARMINGDALE","NY",40.73,-73.44
"FARMINGTON","AR",36.04,-94.24
"FARMINGTON","CA",37.96,-120.87
"FARMINGTON","CT",41.71,-72.83
"FARMINGTON","IA",40.63,-91.73
"FARMINGTON","IL",40.69,-90.00
"FARMINGTON","KY",36.67,-88.53
"FARMINGTON","ME",44.66,-70.14
